player_id,player_name,season,age,box_plus_minus,height,weight,nba_draft_pick,win_shares,minutes_played,player_efficiency_rating,vorp,out_of_league,win_shares_per_minute,composite_score
grayjo01,Josh Gray,2020,26.534570013781938,0.0125,72.0,180.0,61.0,0.053125,23.0,0.016666666666666666,0.22291666666666665,0,,0.025
hartjo01,Josh Hart,2020,25.04788650892659,0.5541666666666667,77.0,215.0,30.0,0.6729166666666666,1563.0,0.40729166666666666,0.6812499999999999,0,,0.59375
jacksjo02,Josh Jackson,2020,23.112186255243408,0.6385416666666667,80.0,207.0,4.0,0.3041666666666667,357.0,0.5677083333333333,0.534375,0,,0.5020833333333333
jacksju01,Justin Jackson,2020,24.987652554442867,0.2677083333333333,79.0,210.0,15.0,0.4583333333333333,929.0,0.26979166666666665,0.125,0,,0.275
allenka01,Kadeem Allen,2020,27.183453975669483,0.5541666666666667,73.0,200.0,53.0,0.17604166666666665,117.0,0.5677083333333333,0.3614583333333333,0,,0.4145833333333333
birchkh01,Khem Birch,2020,27.481885839681663,0.24583333333333332,81.0,233.0,61.0,0.49479166666666663,777.0,0.2739583333333333,0.125,0,,0.2833333333333333
kuzmaky01,Kyle Kuzma,2020,24.66457952859535,0.20729166666666665,80.0,220.0,27.0,0.475,1327.0,0.3989583333333333,0.04791666666666666,0,,0.27708333333333335
markkla01,Lauri Markkanen,2020,22.835657648741808,0.5770833333333334,84.0,240.0,7.0,0.6510416666666667,1492.0,0.5895833333333333,0.6458333333333333,0,,0.6385416666666666
balllo01,Lonzo Ball,2020,22.403068340183648,0.7697916666666667,78.0,190.0,2.0,0.6510416666666667,1817.0,0.546875,0.828125,0,,0.71875
kennalu01,Luke Kennard,2020,23.74464277480214,0.6041666666666666,77.0,206.0,12.0,0.5635416666666666,922.0,0.5979166666666667,0.6166666666666667,0,,0.6041666666666666
kornelu01,Luke Kornet,2020,24.68922069249296,0.4927083333333333,86.0,240.0,61.0,0.43229166666666663,559.0,0.48958333333333337,0.46562499999999996,0,,0.45416666666666666
millema01,Malcolm Miller,2020,27.04655862462623,0.2677083333333333,79.0,210.0,61.0,0.17604166666666665,125.0,0.06458333333333333,0.3614583333333333,0,,0.19583333333333333
monkma01,Malik Monk,2020,22.129277641134767,0.34375,75.0,200.0,11.0,0.34479166666666666,1169.0,0.48958333333333337,0.22291666666666665,0,,0.3333333333333333
fultzma01,Markelle Fultz,2020,21.817156242186,0.40208333333333335,75.0,200.0,1.0,0.6729166666666666,1813.0,0.5979166666666667,0.46562499999999996,0,,0.5333333333333333
klebima01,Maxi Kleber,2020,28.14719724047335,0.725,82.0,240.0,61.0,0.88125,1695.0,0.55625,0.7989583333333333,0,,0.770833333333333
morrimo01,Monte Morris,2020,24.738503017828748,0.6520833333333333,74.0,175.0,51.0,0.759375,1402.0,0.6447916666666667,0.7375,0,,0.7166666666666667
mitrona01,Naz Mitrou-Long,2020,26.635872573936357,0.70625,75.0,218.0,61.0,0.115625,43.0,0.2739583333333333,0.3614583333333333,0,,0.3520833333333333
anunoog01,OG Anunoby,2020,22.68233485544225,0.75625,79.0,232.0,23.0,0.9114583333333333,1897.0,0.5166666666666666,0.8489583333333333,0,,0.7958333333333333
doziepj01,PJ Dozier,2020,23.40788021247521,0.115625,78.0,205.0,61.0,0.17604166666666665,234.0,0.22499999999999998,0.125,0,,0.14166666666666666
