season,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,player_id,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes,player_season_number,player_name
2018-19,0.0,0,0.0,0,-9.4,wcc,0.0,0.0,0,0.0,,0,,0,,0,,0,8,0,6-4,10,-9.5,0.0,0,0.0,1,-7.7,jay-yoon-1,0,0,Guard,0.0,0,pepperdine,,0,,0,0.0,0,,100.0,1,0,,0,5.1,195,0.0,-0.095,1,Jay Yoon
2019-20,19.4,1,0.0,0,-13.6,wcc,-2.4,14.8,1,0.0,0.0,2,0.0,0,0.0,0,,0,4,0,6-4,8,-11.3,0.0,0,0.0,4,-12.7,jay-yoon-1,0,1,Guard,0.0,0,pepperdine,0.0,0,,0,7.2,1,0.0,0.0,0,2,0.0,0,12.3,195,0.0,-0.114,2,Jay Yoon
2018-19,0.0,0,0.0,0,3.6,aac,1.5,0.0,0,0.0,1.0,1,1.0,1,2.0,2,0.5,1,7,0,6-5,9,2.1,0.0,0,0.0,0,20.5,grant-quinn-1,3,2,Guard,6.2,1,tulane,0.0,0,,0,0.0,0,0.769,0.0,0,1,1.0,1,10.6,200,0.0,0.146,1,Grant Quinn
2019-20,0.0,0,0.0,0,-25.6,aac,-6.0,0.0,0,0.0,0.0,2,0.0,0,0.0,0,,0,5,0,6-5,5,-19.6,0.0,0,0.0,0,-18.4,grant-quinn-1,0,0,Guard,0.0,0,tulane,0.0,0,,0,0.0,0,0.0,0.0,0,2,0.0,0,20.7,200,0.0,-0.309,2,Grant Quinn
2019-20,8.7,2,0.0,0,-6.0,southern,-3.6,3.1,1,0.0,0.5,6,0.333,2,0.5,3,0.333,1,8,0,5-8,38,-2.4,0.0,0,0.0,3,3.8,ashton-smith-1,7,7,Guard,0.0,0,chattanooga,0.833,5,0.4,2,1.6,1,0.471,11.9,1,1,0.0,0,11.5,165,0.0,0.04,1,Ashton Smith
2017-18,0.0,0,0.0,0,0.6,sec,3.3,0.0,0,0.0,,0,,0,,0,,0,2,0,6-3,5,-2.7,0.0,0,0.0,0,0.0,jacob-fleschman-1,0,0,Guard,0.0,0,tennessee,,0,,0,0.0,0,,,0,0,,0,0.0,176,0.0,0.027,1,Jacob Fleschman
2018-19,12.8,1,0.0,0,-14.2,sec,-2.7,8.8,1,0.0,0.375,4,0.25,1,0.0,0,,0,5,0,6-3,12,-11.5,0.0,0,-0.1,2,-11.5,jacob-fleschman-1,3,3,Guard,0.0,0,tennessee,0.75,3,0.333,1,4.7,1,0.375,42.9,3,1,0.0,0,29.3,176,-0.1,-0.195,2,Jacob Fleschman
2019-20,55.4,2,0.0,0,3.0,sec,-5.0,0.0,0,0.0,0.5,3,0.333,1,0.0,0,,0,5,0,6-3,8,8.1,15.2,1,0.0,1,15.7,jacob-fleschman-1,3,4,Guard,0.0,0,tennessee,1.0,3,0.333,1,7.4,1,0.5,25.0,1,0,,0,26.1,176,0.0,0.116,3,Jacob Fleschman
2018-19,0.0,0,26.0,1,16.1,northeast,15.3,27.0,1,0.0,0.5,2,0.5,1,0.0,0,,0,1,0,6-7,4,0.8,28.4,1,0.0,2,44.9,myles-cephas-1,2,2,Forward,13.5,1,sacred-heart,0.0,0,,0,27.7,2,0.5,0.0,0,2,0.5,1,23.5,215,0.0,0.357,1,Myles Cephas
2019-20,0.0,0,0.0,0,-7.1,northeast,-5.5,6.8,1,0.0,0.625,4,0.5,2,0.0,0,,0,5,0,6-7,15,-1.5,0.0,0,0.0,1,11.9,myles-cephas-1,5,4,Forward,0.0,0,sacred-heart,0.5,2,0.5,1,3.5,1,0.625,0.0,0,2,0.5,1,12.9,215,0.0,0.117,2,Myles Cephas
2016-17,10.5,3,0.0,0,2.3,big-12,1.8,9.7,4,0.1,0.5,9,0.444,4,0.222,2,0.5,1,12,0,6-4,48,0.6,5.0,2,0.0,4,9.9,josh-parrish-1,10,11,Guard,2.4,2,rice,0.333,3,0.333,1,7.4,6,0.503,16.7,2,6,0.5,3,12.5,215,0.1,0.078,1,Josh Parrish
2018-19,11.3,31,2.9,15,-1.8,cusa,-0.4,11.3,57,0.5,0.531,127,0.504,64,0.543,69,0.594,41,28,17,6-4,554,-1.5,4.3,22,0.4,53,12.8,josh-parrish-1,176,174,Guard,1.9,19,rice,0.268,34,0.206,7,7.8,79,0.551,20.0,40,93,0.613,57,17.7,215,0.9,0.068,2,Josh Parrish
2019-20,15.2,45,1.7,10,2.4,cusa,0.5,13.1,74,0.6,0.638,152,0.638,97,0.487,74,0.608,45,32,14,6-4,628,1.9,7.5,42,1.8,63,20.3,josh-parrish-1,239,239,Guard,2.0,22,rice,0.007,1,0.0,0,10.3,116,0.639,14.6,32,151,0.642,97,17.4,215,2.4,0.154,3,Josh Parrish
2016-17,15.0,6,0.0,0,5.8,aac,3.0,11.0,9,0.2,0.545,22,0.5,11,0.455,10,0.7,7,3,2,6-0,87,2.8,1.4,1,0.2,2,19.8,alterique-gilbert-1,31,29,Guard,4.9,7,connecticut,0.409,9,0.222,2,6.4,10,0.579,13.0,4,13,0.692,9,18.8,180,0.3,0.151,1,Alterique Gilbert
2017-18,21.5,17,1.5,2,-1.9,aac,0.5,15.7,23,0.2,0.358,60,0.317,19,0.333,20,0.55,11,6,6,6-0,167,-2.4,0.7,1,-0.1,8,10.8,alterique-gilbert-1,54,56,Guard,2.5,7,connecticut,0.367,22,0.227,5,8.2,24,0.388,11.5,9,38,0.368,14,24.3,180,0.1,0.019,2,Alterique Gilbert
2018-19,24.0,91,0.4,3,1.8,aac,-0.1,10.1,63,0.9,0.457,278,0.381,106,0.288,80,0.775,62,25,23,6-0,735,1.9,1.5,10,1.1,55,15.6,alterique-gilbert-1,316,322,Guard,2.6,33,connecticut,0.45,125,0.336,42,5.7,73,0.5,15.5,58,153,0.418,64,25.1,180,1.9,0.106,3,Alterique Gilbert
2019-20,27.3,113,0.4,3,1.3,aac,0.7,9.1,64,1.3,0.416,243,0.346,84,0.325,79,0.671,53,30,20,6-0,815,0.6,1.8,13,0.4,57,11.4,alterique-gilbert-1,255,281,Guard,2.3,33,connecticut,0.44,107,0.318,34,5.4,77,0.455,20.0,70,136,0.368,50,21.1,180,1.7,0.083,4,Alterique Gilbert
2016-17,9.5,1,0.0,0,-13.7,mac,-4.9,0.0,0,0.0,0.2,5,0.2,1,0.4,2,0.5,1,5,0,6-1,18,-8.8,5.7,1,-0.1,3,-7.0,ethan-good-1,3,4,Guard,0.0,0,bowling-green-state,0.8,4,0.0,0,3.0,1,0.252,25.2,2,1,1.0,1,21.2,180,-0.1,-0.141,1,Ethan Good
2017-18,10.5,1,0.0,0,-18.4,mac,-5.8,0.0,0,0.0,0.0,3,0.0,0,0.0,0,,0,6,0,6-1,15,-12.6,0.0,0,-0.1,2,-12.2,ethan-good-1,0,1,Guard,0.0,0,bowling-green-state,1.0,3,0.0,0,0.0,0,0.0,25.0,1,0,,0,12.8,180,-0.1,-0.171,2,Ethan Good
2018-19,7.8,1,0.0,0,-5.9,mac,-3.2,10.6,2,0.0,0.25,6,0.167,1,0.333,2,0.5,1,9,0,6-1,20,-2.7,5.2,1,0.0,1,3.4,ethan-good-1,4,5,Guard,0.0,0,bowling-green-state,0.833,5,0.2,1,7.9,3,0.288,0.0,0,1,0.0,0,16.4,180,0.0,0.016,3,Ethan Good
2019-20,0.0,0,0.0,0,-3.5,mac,2.1,0.0,0,0.0,0.5,2,0.5,1,0.0,0,,0,5,1,6-1,13,-5.6,0.0,0,0.0,0,4.6,ethan-good-1,2,2,Guard,4.3,1,bowling-green-state,0.0,0,,0,0.0,0,0.5,33.3,1,2,0.5,1,11.2,180,0.0,-0.008,4,Ethan Good
2018-19,0.0,0,0.0,0,-13.9,maac,-4.6,0.0,0,0.0,0.0,1,0.0,0,0.0,0,,0,1,0,6-9,7,-9.4,0.0,0,0.0,0,-6.6,ivan-hadzic-1,0,0,Center,0.0,0,canisius,1.0,1,0.0,0,0.0,0,0.0,0.0,0,0,,0,7.3,240,0.0,-0.112,1,Ivan Hadzic
2019-20,4.6,3,1.0,1,-10.4,maac,-1.6,8.9,8,0.1,0.4,10,0.4,4,0.4,4,0.25,1,16,0,6-9,109,-8.8,5.2,5,-0.2,14,-2.5,ivan-hadzic-1,9,12,Center,0.0,0,canisius,0.3,3,0.0,0,7.0,13,0.378,48.0,11,7,0.571,4,10.4,240,-0.2,-0.057,2,Ivan Hadzic
2016-17,7.7,14,1.4,5,-5.4,cusa,0.1,9.9,34,0.6,0.421,120,0.4,48,0.692,83,0.482,40,31,6,6-3,395,-5.5,5.9,23,-0.2,41,9.8,george-willborniii-1,141,135,Guard,2.2,15,california-riverside,0.15,18,0.278,5,7.8,57,0.442,17.1,33,102,0.422,43,23.7,195,0.3,0.035,1,George Willborn III
2017-18,13.3,42,1.3,7,0.0,cusa,0.1,15.7,90,0.9,0.498,203,0.463,94,0.596,121,0.57,69,35,17,6-3,591,-0.2,9.9,57,1.0,78,18.2,george-willborniii-1,271,283,Guard,2.1,23,california-riverside,0.197,40,0.35,14,12.8,147,0.52,14.2,43,163,0.491,80,24.2,195,2.0,0.132,2,George Willborn III
2019-20,7.9,22,1.5,8,-3.3,big-west,1.9,16.8,87,1.3,0.47,168,0.429,72,0.369,62,0.403,25,28,22,6-3,606,-5.2,7.1,34,-0.3,67,10.6,george-willborniii-1,183,181,Guard,2.6,25,california-riverside,0.25,42,0.333,14,12.1,121,0.463,20.8,52,126,0.46,58,22.5,195,1.0,0.066,3,George Willborn III
2016-17,0.0,0,0.0,0,-6.2,big-sky,0.0,0.0,0,0.0,,0,,0,,0,,0,1,0,6-4,1,-6.2,0.0,0,0.0,0,0.0,chance-garvin-1,0,0,Guard,0.0,0,idaho,,0,,0,0.0,0,,,0,0,,0,0.0,179,0.0,0.012,1,Chance Garvin
2017-18,0.0,0,0.0,0,-13.3,big-sky,-3.5,17.5,2,0.0,0.5,2,0.5,1,0.0,0,,0,7,0,6-4,13,-9.7,0.0,0,0.0,1,0.7,chance-garvin-1,2,2,Guard,0.0,0,idaho,0.0,0,,0,9.2,2,0.5,33.3,1,2,0.5,1,11.8,179,0.0,-0.013,2,Chance Garvin
2018-19,17.3,22,0.0,0,-9.3,big-sky,-3.6,10.3,21,0.0,0.386,35,0.314,11,0.257,9,0.556,5,18,4,6-4,228,-5.7,0.0,0,-0.1,24,4.4,chance-garvin-1,32,40,Guard,1.8,7,idaho,0.657,23,0.217,5,5.3,21,0.407,24.9,13,12,0.5,6,12.1,179,-0.1,-0.014,3,Chance Garvin
2019-20,12.1,33,1.1,5,-4.2,big-sky,-1.3,10.2,46,0.3,0.495,104,0.423,44,0.115,12,0.583,7,25,15,6-4,520,-2.9,2.8,12,0.1,47,8.1,chance-garvin-1,110,114,Guard,1.2,11,idaho,0.423,44,0.341,15,6.6,58,0.501,19.8,27,60,0.483,29,13.6,179,0.4,0.033,4,Chance Garvin
2019-20,15.2,13,2.1,4,-8.7,swac,-2.5,12.1,22,0.3,0.461,64,0.391,25,0.516,33,0.697,23,21,2,6-3,227,-6.2,1.1,2,-0.2,23,8.3,zavian-jackson-1,82,77,Guard,2.1,8,arkansas-pine-bluff,0.5,32,0.281,9,6.6,24,0.515,28.0,31,32,0.5,16,25.8,170,0.0,0.007,1,Zavian Jackson
2019-20,2.0,1,3.0,2,-17.8,atlantic-sun,-3.0,11.4,9,0.1,0.114,22,0.091,2,0.182,4,0.5,2,18,0,6-9,93,-14.8,1.4,1,-0.5,14,-11.6,cyriaque-foucart-1,7,7,Forward,0.7,1,stetson,0.591,13,0.077,1,6.6,10,0.146,27.4,9,9,0.111,1,19.2,225,-0.4,-0.18,1,Cyriaque Foucart
2016-17,11.0,37,3.7,24,5.5,big-ten,3.1,17.4,108,0.9,0.617,188,0.617,116,0.638,120,0.575,69,34,14,6-9,655,2.5,10.1,61,1.4,84,21.3,cordell-pemsl-1,301,285,Forward,2.1,25,iowa,0.005,1,0.0,0,13.8,169,0.614,17.8,53,187,0.62,116,21.6,248,2.3,0.143,1,Cordell Pemsl
2017-18,15.2,47,1.9,10,1.9,big-ten,0.9,22.3,107,0.4,0.565,115,0.565,65,0.661,76,0.671,51,32,0,6-9,525,1.0,8.4,37,0.9,53,16.2,cordell-pemsl-1,181,193,Forward,0.8,7,iowa,0.0,0,,0,15.5,144,0.599,22.9,45,115,0.565,65,18.1,248,1.3,0.095,2,Cordell Pemsl
2018-19,11.5,2,3.8,1,1.5,big-ten,2.3,18.8,5,0.0,0.667,3,0.667,2,1.333,4,1.0,4,2,0,6-9,30,-0.8,11.7,3,0.0,5,10.6,cordell-pemsl-1,8,10,Forward,0.0,0,iowa,0.0,0,,0,15.3,8,0.816,50.5,5,3,0.667,2,16.5,248,0.0,0.064,3,Cordell Pemsl
2019-20,15.8,34,2.8,9,4.5,big-ten,4.0,20.4,67,0.4,0.5,53,0.491,26,0.792,42,0.619,26,28,0,6-9,356,0.5,6.9,22,0.4,30,13.2,cordell-pemsl-1,79,96,Forward,1.3,8,iowa,0.075,4,0.25,1,13.7,89,0.541,26.3,26,49,0.51,25,13.5,248,0.8,0.089,4,Cordell Pemsl
2019-20,4.0,9,11.3,47,2.6,big-south,3.5,12.2,53,0.7,0.645,131,0.641,84,0.443,58,0.448,26,32,1,6-9,500,-0.9,12.6,53,1.2,85,22.6,kareem-reid-2,195,184,Forward,1.9,16,gardner-webb,0.015,2,0.5,1,12.4,106,0.615,14.6,27,129,0.643,83,19.4,205,1.9,0.155,1,Kareem Reid
2018-19,12.3,36,0.6,3,-7.2,mwc,-3.2,11.0,61,0.0,0.391,197,0.32,63,0.345,68,0.559,38,31,17,6-6,622,-4.0,2.8,16,-0.3,43,7.1,seneca-knight-1,192,186,Guard,1.1,12,san-jose-state,0.462,91,0.308,28,6.8,77,0.419,12.6,33,106,0.33,35,20.7,190,-0.3,-0.016,1,Seneca Knight
2019-20,17.3,73,1.0,10,1.0,mwc,-1.0,16.4,145,0.4,0.465,402,0.403,162,0.502,202,0.772,156,31,30,6-6,1000,2.0,3.2,32,1.8,65,18.4,seneca-knight-1,530,500,Guard,1.7,32,san-jose-state,0.423,170,0.294,50,9.4,177,0.532,14.1,82,232,0.483,112,27.7,190,2.1,0.085,2,Seneca Knight
2016-17,31.9,161,1.0,9,-0.6,maac,-0.1,10.3,88,1.1,0.487,261,0.444,116,0.51,133,0.632,84,29,27,6-0,907,-0.4,3.1,27,0.8,82,14.8,stevie-jordan-1,338,381,Guard,2.3,39,rider,0.276,72,0.306,22,6.7,115,0.521,24.1,103,189,0.497,94,21.7,170,1.9,0.084,1,Stevie Jordan
2017-18,30.7,182,1.2,10,1.1,maac,-0.1,9.6,88,1.1,0.486,316,0.449,142,0.402,127,0.661,84,31,28,6-0,1012,1.2,2.9,29,1.5,73,16.5,stevie-jordan-1,391,449,Guard,2.6,50,rider,0.263,83,0.277,23,6.1,117,0.519,20.2,95,233,0.511,119,21.2,170,2.7,0.106,2,Stevie Jordan
2018-19,25.1,132,1.5,12,0.6,maac,-0.4,9.0,76,1.3,0.548,289,0.481,139,0.325,94,0.649,61,30,29,6-0,978,1.0,3.2,30,1.5,85,16.7,stevie-jordan-1,378,396,Guard,3.1,56,rider,0.36,104,0.375,39,5.9,106,0.566,20.5,86,185,0.541,100,20.0,170,2.8,0.116,3,Stevie Jordan
2019-20,24.1,122,0.6,5,-1.6,maac,0.2,11.2,98,1.5,0.408,299,0.351,105,0.418,125,0.744,93,30,30,6-0,971,-1.7,3.3,29,0.3,68,12.0,stevie-jordan-1,337,370,Guard,2.5,43,rider,0.375,112,0.304,34,7.3,127,0.47,22.3,103,187,0.38,71,23.0,170,1.8,0.073,4,Stevie Jordan
2019-20,0.0,0,0.0,0,-11.9,acc,-1.0,59.2,1,0.0,,0,,0,,0,,0,1,0,6-3,2,-10.9,0.0,0,0.0,0,8.6,chayce-smith-1,0,0,Guard,0.0,0,pittsburgh,,0,,0,28.5,1,,,0,0,,0,0.0,185,0.0,0.115,1,Chayce Smith
2016-17,3.2,6,5.6,20,0.8,acc,2.2,17.9,58,0.4,0.572,97,0.567,55,0.278,27,0.593,16,32,28,6-10,364,-1.4,10.0,28,0.4,45,15.4,khadim-sy-1,127,123,Forward,0.5,3,mississippi,0.01,1,1.0,1,14.2,86,0.578,17.9,24,96,0.563,54,19.1,244,0.8,0.092,1,Khadim Sy
2019-20,7.0,23,3.9,25,3.1,sec,3.2,19.8,123,1.2,0.542,202,0.525,106,0.416,84,0.726,61,31,29,6-10,729,-0.1,7.6,47,1.2,112,17.1,khadim-sy-1,280,265,Forward,1.7,21,mississippi,0.129,26,0.269,7,13.7,170,0.579,17.7,52,176,0.563,99,20.7,244,2.3,0.128,2,Khadim Sy
2019-20,4.7,22,3.1,28,4.2,acc,2.0,17.3,159,1.7,0.467,363,0.421,153,0.284,103,0.777,80,33,27,6-6,1085,2.2,7.4,73,2.2,74,18.8,justin-champagnie-1,419,384,Guard,2.0,36,pittsburgh,0.347,126,0.262,33,12.2,232,0.509,7.4,33,237,0.506,120,21.1,200,3.9,0.143,1,Justin Champagnie
2018-19,14.4,47,0.5,3,-4.1,horizon,-2.1,10.9,58,0.3,0.479,170,0.412,70,0.312,53,0.698,37,30,20,6-5,609,-1.9,2.6,13,0.5,38,12.0,tray-maddox-1,200,198,Guard,1.9,20,oakland,0.359,61,0.377,23,6.9,71,0.512,14.5,33,109,0.431,47,19.1,200,0.9,0.056,1,Tray Maddox
2019-20,16.0,69,0.9,7,-1.4,horizon,-0.5,8.8,73,0.9,0.47,250,0.392,98,0.316,79,0.722,57,32,31,6-5,911,-0.9,2.8,22,0.8,58,12.6,tray-maddox-1,292,286,Guard,2.2,34,oakland,0.452,113,0.345,39,5.8,95,0.508,16.5,57,137,0.431,59,19.5,200,1.7,0.074,2,Tray Maddox
2019-20,5.6,11,0.9,3,0.9,big-sky,-2.3,14.0,40,0.3,0.617,90,0.544,49,0.5,45,0.778,35,28,4,6-5,337,3.2,5.3,17,1.1,22,21.6,kyle-greeley-1,146,130,Guard,2.5,15,portland-state,0.411,37,0.351,13,9.4,57,0.655,11.9,15,53,0.679,36,17.3,185,1.4,0.167,1,Kyle Greeley
2018-19,24.0,107,0.0,0,0.2,horizon,-5.4,7.5,72,-0.2,0.501,657,0.4,263,0.224,147,0.857,126,30,29,6-1,1122,5.6,2.1,22,3.4,70,22.4,antoine-davis-2,784,738,Guard,1.4,28,detroit-mercy,0.528,347,0.38,132,4.7,94,0.539,12.0,99,310,0.423,131,36.4,160,3.1,0.112,1,Antoine Davis
2019-20,33.2,134,0.3,3,0.8,horizon,-3.8,8.8,85,0.2,0.461,623,0.38,237,0.274,171,0.901,154,30,30,6-1,1102,4.5,0.9,9,2.5,75,21.0,antoine-davis-2,729,702,Guard,2.7,52,detroit-mercy,0.501,312,0.324,101,4.7,94,0.518,16.2,136,311,0.437,136,37.2,160,2.7,0.097,2,Antoine Davis
2019-20,0.0,0,6.1,7,-2.5,sec,-0.2,13.5,15,0.2,0.517,29,0.517,15,0.586,17,0.471,8,21,0,6-11,131,-2.3,12.3,13,0.2,22,13.4,jason-jitoboh-1,38,39,Center,0.0,0,florida,0.0,0,,0,13.0,28,0.512,11.9,5,29,0.517,15,16.9,300,0.4,0.108,1,Jason Jitoboh
2019-20,14.6,24,0.3,1,-3.8,atlantic-sun,-0.2,14.2,43,0.5,0.597,67,0.522,35,0.239,16,0.688,11,25,4,6-1,354,-3.6,5.2,16,0.1,25,11.6,cyrus-largie-1,91,92,Guard,2.2,13,florida-gulf-coast,0.269,18,0.556,10,9.7,59,0.61,31.9,35,49,0.51,25,16.2,212,0.6,0.07,1,Cyrus Largie
2019-20,16.0,6,3.7,2,-4.3,atlantic-sun,-1.9,3.4,2,0.1,0.563,16,0.438,7,0.188,3,1.0,3,11,0,6-3,72,-2.3,0.0,0,0.1,5,12.2,josh-price-1,21,21,Guard,0.0,0,liberty,0.5,8,0.5,4,1.8,2,0.603,18.7,4,8,0.375,3,17.3,165,0.3,0.141,1,Josh Price
2018-19,26.6,65,0.2,1,-5.6,mwc,-3.0,9.6,44,0.1,0.389,144,0.326,47,0.389,56,0.732,41,29,15,6-3,511,-2.6,1.5,7,0.0,41,9.8,zach-chappell-1,153,167,Guard,2.2,20,san-jose-state,0.451,65,0.277,18,5.5,51,0.448,18.2,38,79,0.367,29,20.1,175,0.1,0.011,1,Zach Chappell
2019-20,20.9,62,0.3,2,-4.7,mwc,-1.7,7.4,40,0.1,0.414,169,0.349,59,0.408,69,0.725,50,31,1,6-3,608,-3.0,1.3,8,0.0,47,9.3,zach-chappell-1,190,198,Guard,2.4,27,san-jose-state,0.396,67,0.328,22,4.2,48,0.471,20.8,53,102,0.363,37,20.0,175,0.1,0.005,2,Zach Chappell
2019-20,22.9,1,0.0,0,-1.6,cusa,6.6,15.9,1,0.0,,0,,0,,0,,0,4,0,6-0,7,-8.2,0.0,0,0.0,1,5.6,reed-myers-1,0,1,Guard,8.0,1,rice,,0,,0,8.0,1,,100.0,1,0,,0,7.1,180,0.0,0.008,1,Reed Myers
2018-19,11.6,25,2.3,9,-1.7,meac,1.5,14.4,54,0.7,0.465,130,0.454,59,0.431,56,0.625,35,28,3,6-4,437,-3.1,10.9,49,0.2,58,15.6,malik-miller-2,156,164,Guard,3.5,28,morgan-state,0.1,13,0.231,3,12.5,103,0.498,20.7,41,117,0.479,56,20.7,191,0.9,0.083,1,Malik Miller
2019-20,12.1,40,1.1,6,-0.1,meac,0.1,17.1,106,1.2,0.565,154,0.539,83,0.688,106,0.623,66,31,11,6-4,679,-0.2,9.9,62,1.3,83,18.1,malik-miller-2,240,245,Guard,2.6,31,morgan-state,0.182,28,0.286,8,13.5,168,0.587,20.6,53,126,0.595,75,17.9,191,2.4,0.143,2,Malik Miller
2015-16,26.8,1,0.0,0,-2.1,sec,-0.8,32.1,2,0.0,0.375,4,0.25,1,0.0,0,,0,1,0,6-7,7,-1.3,0.0,0,0.0,0,13.8,lorenzo-jenkins-1,3,3,Forward-Guard,0.0,0,grand-canyon,0.25,1,1.0,1,15.7,2,0.375,0.0,0,3,0.0,0,27.6,215,0.0,0.083,1,Lorenzo Jenkins
2017-18,2.2,5,0.9,3,-6.1,mwc,-3.2,13.1,49,0.1,0.515,97,0.402,39,0.206,20,0.55,11,31,1,6-7,423,-2.8,3.8,15,0.1,35,7.4,lorenzo-jenkins-1,111,98,Forward-Guard,0.4,3,grand-canyon,0.557,54,0.407,22,8.3,64,0.521,15.8,20,43,0.395,17,14.5,215,0.3,0.025,2,Lorenzo Jenkins
2018-19,6.0,7,2.2,4,-1.7,mwc,-2.2,10.8,20,0.1,0.507,70,0.386,27,0.114,8,0.875,7,11,8,6-7,212,0.5,4.6,8,0.3,12,14.5,lorenzo-jenkins-1,78,72,Forward-Guard,1.9,7,grand-canyon,0.6,42,0.405,17,7.8,28,0.528,9.8,8,28,0.357,10,20.1,215,0.4,0.075,3,Lorenzo Jenkins
2019-20,6.9,26,0.6,4,-3.8,wac,-3.0,12.9,82,0.3,0.486,174,0.431,75,0.448,78,0.795,62,30,8,6-7,736,-0.8,3.2,19,1.0,56,12.1,lorenzo-jenkins-1,231,222,Forward-Guard,0.8,10,grand-canyon,0.425,74,0.257,19,8.2,101,0.547,14.2,35,100,0.56,56,17.8,215,1.2,0.067,4,Lorenzo Jenkins
2019-20,8.6,24,0.2,1,-1.6,big-west,0.6,7.4,31,0.7,0.418,98,0.327,32,0.112,11,0.545,6,32,3,6-3,450,-2.2,2.5,9,0.0,49,5.7,jeron-artest-1,88,90,Guard,2.4,19,california-irvine,0.643,63,0.286,18,5.1,40,0.426,17.6,22,35,0.4,14,13.8,184,0.7,0.06,1,Jeron Artest
2019-20,12.6,31,0.3,1,-8.8,ovc,-5.6,6.1,21,-0.3,0.516,63,0.429,27,0.222,14,0.857,12,26,8,6-2,407,-3.2,0.6,2,0.1,31,6.4,jadarius-harris-1,77,82,Guard,1.4,10,tennessee-martin,0.444,28,0.393,11,3.3,23,0.553,29.4,29,35,0.457,16,12.0,170,-0.2,-0.018,1,Ja'Darius Harris
2018-19,7.0,20,0.6,3,-3.7,northeast,-0.8,16.5,77,0.8,0.567,141,0.567,80,0.362,51,0.745,38,35,33,6-8,600,-2.8,11.2,58,1.0,81,14.9,yannis-mendy-1,198,197,Forward,1.3,13,robert-morris,0.007,1,0.0,0,13.7,135,0.599,19.9,41,140,0.571,80,17.4,230,1.8,0.118,1,Yannis Mendy
2019-20,7.9,30,1.3,9,-1.7,northeast,-0.1,14.2,92,1.0,0.553,228,0.553,126,0.254,58,0.672,39,34,34,6-8,789,-1.6,9.7,67,1.4,70,16.9,yannis-mendy-1,291,275,Forward,1.5,20,robert-morris,0.0,0,,0,11.9,159,0.569,15.8,48,228,0.553,126,19.8,230,2.4,0.122,2,Yannis Mendy
2016-17,5.8,2,0.0,0,-8.0,northeast,-2.1,3.7,2,0.1,0.5,11,0.364,4,0.545,6,0.833,5,12,0,6-2,63,-5.9,0.0,0,-0.1,7,2.6,randy-millerjr-1,16,15,Guard,0.9,1,north-carolina-central,0.636,7,0.429,3,1.9,2,0.578,33.6,7,4,0.25,1,17.4,190,0.0,0.002,1,Randy Miller Jr.
2018-19,13.2,64,0.1,1,-3.1,meac,-3.5,8.1,68,1.4,0.518,332,0.419,139,0.407,135,0.807,109,34,31,6-2,972,0.5,1.6,13,2.1,66,15.8,randy-millerjr-1,453,405,Guard,1.7,29,north-carolina-central,0.536,178,0.371,66,4.9,81,0.572,14.5,67,154,0.474,73,23.7,190,3.5,0.145,2,Randy Miller Jr.
2019-20,6.0,7,0.5,1,-7.9,meac,-4.3,7.7,16,0.4,0.465,86,0.372,32,0.453,39,0.872,34,8,8,6-2,235,-3.6,1.6,3,0.2,12,13.1,randy-millerjr-1,114,100,Guard,1.7,7,north-carolina-central,0.488,42,0.381,16,4.7,19,0.545,19.3,25,44,0.364,16,27.9,190,0.6,0.094,3,Randy Miller Jr.
2019-20,,0,,0,-7.4,northeast,-0.5,,0,0.0,,0,,0,,0,,0,1,0,6-10,0,-6.9,,0,0.0,0,,nick-crocker-1,0,,Forward,,0,bryant,,0,,0,,0,,,0,0,,0,,225,0.0,,1,Nick Crocker
2019-20,0.0,0,0.0,0,-14.8,sec,2.8,0.0,0,0.0,,0,,0,,0,,0,4,0,6-6,3,-17.6,0.0,0,0.0,0,-21.1,brennan-canada-1,0,0,Forward,0.0,0,kentucky,,0,,0,0.0,0,,100.0,1,0,,0,17.0,198,0.0,-0.323,1,Brennan Canada
2019-20,6.2,24,0.2,1,-3.7,summit,-1.1,10.3,59,0.4,0.379,112,0.304,34,0.259,29,0.621,18,33,3,6-4,653,-2.6,4.9,26,0.2,58,6.2,brady-danielson-1,103,118,Forward,1.6,18,north-dakota,0.643,72,0.236,17,7.7,85,0.409,11.9,17,40,0.425,17,11.1,197,0.6,0.034,1,Brady Danielson
